method,setting,split,metric_name,precision,recall,f1,tp,fp,fn,prediction_path,metric_path
openai_llm,zero_shot_limit2,test,blurb_token_O_f1,0.0,0.0,0.0,0,0,8090,results/preds/llm/openai_zero_shot/validated.spans.jsonl,results/metrics/openai_zero_shot.metrics.json
openai_llm,zero_shot_text,test,exact_span_P_f1,0.346875,0.17563291139240506,0.23319327731092435,111,209,521,results/preds/llm/openai_zero_shot_text/validated.spans.jsonl,results/metrics/openai_zero_shot_text.metrics.json
openai_llm,zero_shot_text,test,exact_span_I_f1,0.06060606060606061,0.016241299303944315,0.025617566331198535,28,434,1696,results/preds/llm/openai_zero_shot_text/validated.spans.jsonl,results/metrics/openai_zero_shot_text.metrics.json
openai_llm,zero_shot_text,test,exact_span_O_f1,0.12337011033099297,0.06860011154489683,0.0881720430107527,123,874,1670,results/preds/llm/openai_zero_shot_text/validated.spans.jsonl,results/metrics/openai_zero_shot_text.metrics.json
openai_llm,zero_shot_text,test,relaxed_span_P_f1,0.809375,0.4098101265822785,0.5441176470588236,259,61,373,results/preds/llm/openai_zero_shot_text/validated.spans.jsonl,results/metrics/openai_zero_shot_text.metrics.json
openai_llm,zero_shot_text,test,relaxed_span_I_f1,0.8181818181818182,0.21925754060324826,0.3458371454711802,378,84,1346,results/preds/llm/openai_zero_shot_text/validated.spans.jsonl,results/metrics/openai_zero_shot_text.metrics.json
openai_llm,zero_shot_text,test,relaxed_span_O_f1,0.7803410230692076,0.433909648633575,0.5577060931899641,778,219,1015,results/preds/llm/openai_zero_shot_text/validated.spans.jsonl,results/metrics/openai_zero_shot_text.metrics.json
openai_llm,zero_shot_text,test,overlap_subset_P_f1,0.29245283018867924,0.15422885572139303,0.2019543973941368,31,75,170,results/preds/llm/openai_zero_shot_text/validated.spans.jsonl,results/metrics/openai_zero_shot_text.metrics.json
openai_llm,zero_shot_text,test,overlap_subset_I_f1,0.055944055944055944,0.014925373134328358,0.023564064801178206,8,135,528,results/preds/llm/openai_zero_shot_text/validated.spans.jsonl,results/metrics/openai_zero_shot_text.metrics.json
openai_llm,zero_shot_text,test,overlap_subset_O_f1,0.12012987012987013,0.06324786324786325,0.08286674132138856,37,271,548,results/preds/llm/openai_zero_shot_text/validated.spans.jsonl,results/metrics/openai_zero_shot_text.metrics.json
openai_llm,zero_shot_text,test,blurb_token_P_f1,0.8578286558345642,0.49310125238802804,0.6262299501280496,2323,385,2388,results/preds/llm/openai_zero_shot_text/validated.spans.jsonl,results/metrics/openai_zero_shot_text.metrics.json
openai_llm,zero_shot_text,test,blurb_token_I_f1,0.25692237857467093,0.3177097951164749,0.28410089095244073,1132,3274,2431,results/preds/llm/openai_zero_shot_text/validated.spans.jsonl,results/metrics/openai_zero_shot_text.metrics.json
openai_llm,zero_shot_text,test,blurb_token_O_f1,0.4597469488299183,0.507540173053152,0.48246284002115036,4106,4825,3984,results/preds/llm/openai_zero_shot_text/validated.spans.jsonl,results/metrics/openai_zero_shot_text.metrics.json
openai_llm,few_shot_text,test,exact_span_P_f1,0.3145009416195857,0.26424050632911394,0.28718830610490115,167,364,465,results/preds/llm/openai_few_shot_text/validated.spans.jsonl,results/metrics/openai_few_shot_text.metrics.json
openai_llm,few_shot_text,test,exact_span_I_f1,0.119906868451688,0.05974477958236659,0.07975222609368951,103,756,1621,results/preds/llm/openai_few_shot_text/validated.spans.jsonl,results/metrics/openai_few_shot_text.metrics.json
openai_llm,few_shot_text,test,exact_span_O_f1,0.1815114709851552,0.15002788622420524,0.16427480916030532,269,1213,1524,results/preds/llm/openai_few_shot_text/validated.spans.jsonl,results/metrics/openai_few_shot_text.metrics.json
openai_llm,few_shot_text,test,relaxed_span_P_f1,0.71939736346516,0.6044303797468354,0.6569217540842648,382,149,250,results/preds/llm/openai_few_shot_text/validated.spans.jsonl,results/metrics/openai_few_shot_text.metrics.json
openai_llm,few_shot_text,test,relaxed_span_I_f1,0.710128055878929,0.3538283062645012,0.4723190089043747,610,249,1114,results/preds/llm/openai_few_shot_text/validated.spans.jsonl,results/metrics/openai_few_shot_text.metrics.json
openai_llm,few_shot_text,test,relaxed_span_O_f1,0.7422402159244265,0.6134969325153374,0.6717557251908397,1100,382,693,results/preds/llm/openai_few_shot_text/validated.spans.jsonl,results/metrics/openai_few_shot_text.metrics.json
openai_llm,few_shot_text,test,overlap_subset_P_f1,0.2422680412371134,0.23383084577114427,0.2379746835443038,47,147,154,results/preds/llm/openai_few_shot_text/validated.spans.jsonl,results/metrics/openai_few_shot_text.metrics.json
openai_llm,few_shot_text,test,overlap_subset_I_f1,0.10975609756097561,0.05037313432835821,0.06905370843989769,27,219,509,results/preds/llm/openai_few_shot_text/validated.spans.jsonl,results/metrics/openai_few_shot_text.metrics.json
openai_llm,few_shot_text,test,overlap_subset_O_f1,0.16777041942604856,0.12991452991452992,0.1464354527938343,76,377,509,results/preds/llm/openai_few_shot_text/validated.spans.jsonl,results/metrics/openai_few_shot_text.metrics.json
openai_llm,few_shot_text,test,blurb_token_P_f1,0.776824034334764,0.6147314795160264,0.6863372437492594,2896,832,1815,results/preds/llm/openai_few_shot_text/validated.spans.jsonl,results/metrics/openai_few_shot_text.metrics.json
openai_llm,few_shot_text,test,blurb_token_I_f1,0.31254572055596197,0.4796519786696604,0.3784741446129997,1709,3759,1854,results/preds/llm/openai_few_shot_text/validated.spans.jsonl,results/metrics/openai_few_shot_text.metrics.json
openai_llm,few_shot_text,test,blurb_token_O_f1,0.5769622833843018,0.6296662546353523,0.6021632484189374,5094,3735,2996,results/preds/llm/openai_few_shot_text/validated.spans.jsonl,results/metrics/openai_few_shot_text.metrics.json
openai_llm,zero_shot_text_v2,test,exact_span_P_f1,0.3259668508287293,0.18670886075949367,0.2374245472837022,118,244,514,results/preds/llm/openai_zero_shot_text_v2/validated.spans.jsonl,results/metrics/openai_zero_shot_text_v2.metrics.json
openai_llm,zero_shot_text_v2,test,exact_span_I_f1,0.060714285714285714,0.019721577726218097,0.0297723292469352,34,526,1690,results/preds/llm/openai_zero_shot_text_v2/validated.spans.jsonl,results/metrics/openai_zero_shot_text_v2.metrics.json
openai_llm,zero_shot_text_v2,test,exact_span_O_f1,0.10916666666666666,0.07306190741773563,0.08753758770464416,131,1069,1662,results/preds/llm/openai_zero_shot_text_v2/validated.spans.jsonl,results/metrics/openai_zero_shot_text_v2.metrics.json
openai_llm,zero_shot_text_v2,test,relaxed_span_P_f1,0.7734806629834254,0.4430379746835443,0.5633802816901409,280,82,352,results/preds/llm/openai_zero_shot_text_v2/validated.spans.jsonl,results/metrics/openai_zero_shot_text_v2.metrics.json
openai_llm,zero_shot_text_v2,test,relaxed_span_I_f1,0.7839285714285714,0.2546403712296984,0.3844133099824869,439,121,1285,results/preds/llm/openai_zero_shot_text_v2/validated.spans.jsonl,results/metrics/openai_zero_shot_text_v2.metrics.json
openai_llm,zero_shot_text_v2,test,relaxed_span_O_f1,0.775,0.5186837702175126,0.6214500501169395,930,270,863,results/preds/llm/openai_zero_shot_text_v2/validated.spans.jsonl,results/metrics/openai_zero_shot_text_v2.metrics.json
openai_llm,zero_shot_text_v2,test,overlap_subset_P_f1,0.2833333333333333,0.1691542288557214,0.2118380062305296,34,86,167,results/preds/llm/openai_zero_shot_text_v2/validated.spans.jsonl,results/metrics/openai_zero_shot_text_v2.metrics.json
openai_llm,zero_shot_text_v2,test,overlap_subset_I_f1,0.06857142857142857,0.022388059701492536,0.03375527426160337,12,163,524,results/preds/llm/openai_zero_shot_text_v2/validated.spans.jsonl,results/metrics/openai_zero_shot_text_v2.metrics.json
openai_llm,zero_shot_text_v2,test,overlap_subset_O_f1,0.10109289617486339,0.06324786324786325,0.07781282860147214,37,329,548,results/preds/llm/openai_zero_shot_text_v2/validated.spans.jsonl,results/metrics/openai_zero_shot_text_v2.metrics.json
openai_llm,zero_shot_text_v2,test,blurb_token_P_f1,0.8244422890397672,0.5412863510931861,0.6535110199897488,2550,543,2161,results/preds/llm/openai_zero_shot_text_v2/validated.spans.jsonl,results/metrics/openai_zero_shot_text_v2.metrics.json
openai_llm,zero_shot_text_v2,test,blurb_token_I_f1,0.24773304316285819,0.3833847880999158,0.3009805001652528,1366,4148,2197,results/preds/llm/openai_zero_shot_text_v2/validated.spans.jsonl,results/metrics/openai_zero_shot_text_v2.metrics.json
openai_llm,zero_shot_text_v2,test,blurb_token_O_f1,0.39916064350664493,0.634857849196539,0.49014649043279096,5136,7731,2954,results/preds/llm/openai_zero_shot_text_v2/validated.spans.jsonl,results/metrics/openai_zero_shot_text_v2.metrics.json
openai_llm,few_shot_text_v2,test,exact_span_P_f1,0.305019305019305,0.25,0.27478260869565213,158,360,474,results/preds/llm/openai_few_shot_text_v2/validated.spans.jsonl,results/metrics/openai_few_shot_text_v2.metrics.json
openai_llm,few_shot_text_v2,test,exact_span_I_f1,0.08700564971751412,0.04466357308584687,0.059026446914526645,77,808,1647,results/preds/llm/openai_few_shot_text_v2/validated.spans.jsonl,results/metrics/openai_few_shot_text_v2.metrics.json
openai_llm,few_shot_text_v2,test,exact_span_O_f1,0.14258064516129032,0.12325711098717233,0.13221657194137001,221,1329,1572,results/preds/llm/openai_few_shot_text_v2/validated.spans.jsonl,results/metrics/openai_few_shot_text_v2.metrics.json
openai_llm,few_shot_text_v2,test,relaxed_span_P_f1,0.6872586872586872,0.5632911392405063,0.6191304347826088,356,162,276,results/preds/llm/openai_few_shot_text_v2/validated.spans.jsonl,results/metrics/openai_few_shot_text_v2.metrics.json
openai_llm,few_shot_text_v2,test,relaxed_span_I_f1,0.6858757062146893,0.35208816705336426,0.46531238022230736,607,278,1117,results/preds/llm/openai_few_shot_text_v2/validated.spans.jsonl,results/metrics/openai_few_shot_text_v2.metrics.json
openai_llm,few_shot_text_v2,test,relaxed_span_O_f1,0.7303225806451613,0.6313441160066927,0.6772360155548909,1132,418,661,results/preds/llm/openai_few_shot_text_v2/validated.spans.jsonl,results/metrics/openai_few_shot_text_v2.metrics.json
openai_llm,few_shot_text_v2,test,overlap_subset_P_f1,0.2786885245901639,0.2537313432835821,0.26562500000000006,51,132,150,results/preds/llm/openai_few_shot_text_v2/validated.spans.jsonl,results/metrics/openai_few_shot_text_v2.metrics.json
openai_llm,few_shot_text_v2,test,overlap_subset_I_f1,0.07058823529411765,0.033582089552238806,0.045512010113780026,18,237,518,results/preds/llm/openai_few_shot_text_v2/validated.spans.jsonl,results/metrics/openai_few_shot_text_v2.metrics.json
openai_llm,few_shot_text_v2,test,overlap_subset_O_f1,0.1337448559670782,0.1111111111111111,0.12138188608776843,65,421,520,results/preds/llm/openai_few_shot_text_v2/validated.spans.jsonl,results/metrics/openai_few_shot_text_v2.metrics.json
openai_llm,few_shot_text_v2,test,blurb_token_P_f1,0.7493361656930431,0.5990235618764593,0.6658015807479062,2822,944,1889,results/preds/llm/openai_few_shot_text_v2/validated.spans.jsonl,results/metrics/openai_few_shot_text_v2.metrics.json
openai_llm,few_shot_text_v2,test,blurb_token_I_f1,0.2754237288135593,0.4925624473758069,0.3532964267740311,1755,4617,1808,results/preds/llm/openai_few_shot_text_v2/validated.spans.jsonl,results/metrics/openai_few_shot_text_v2.metrics.json
openai_llm,few_shot_text_v2,test,blurb_token_O_f1,0.4900335156112189,0.6867737948084054,0.5719579987646695,5556,5782,2534,results/preds/llm/openai_few_shot_text_v2/validated.spans.jsonl,results/metrics/openai_few_shot_text_v2.metrics.json
openai_llm,few_shot_text_v3,test,exact_span_P_f1,0.29345794392523367,0.24841772151898733,0.2690659811482434,157,378,475,results/preds/llm/openai_few_shot_text_v3/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3.metrics.json
openai_llm,few_shot_text_v3,test,exact_span_I_f1,0.08323563892145369,0.04118329466357309,0.055102832751261155,71,782,1653,results/preds/llm/openai_few_shot_text_v3/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3.metrics.json
openai_llm,few_shot_text_v3,test,exact_span_O_f1,0.1206060606060606,0.11098717233686559,0.11559686320069706,199,1451,1594,results/preds/llm/openai_few_shot_text_v3/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3.metrics.json
openai_llm,few_shot_text_v3,test,relaxed_span_P_f1,0.6635514018691588,0.5617088607594937,0.6083976006855184,355,180,277,results/preds/llm/openai_few_shot_text_v3/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3.metrics.json
openai_llm,few_shot_text_v3,test,relaxed_span_I_f1,0.6963657678780774,0.34454756380510443,0.4610011641443539,594,259,1130,results/preds/llm/openai_few_shot_text_v3/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3.metrics.json
openai_llm,few_shot_text_v3,test,relaxed_span_O_f1,0.7145454545454546,0.6575571667596207,0.6848678478071449,1179,471,614,results/preds/llm/openai_few_shot_text_v3/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3.metrics.json
openai_llm,few_shot_text_v3,test,overlap_subset_P_f1,0.24598930481283424,0.22885572139303484,0.23711340206185566,46,141,155,results/preds/llm/openai_few_shot_text_v3/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3.metrics.json
openai_llm,few_shot_text_v3,test,overlap_subset_I_f1,0.054474708171206226,0.026119402985074626,0.03530895334174023,14,243,522,results/preds/llm/openai_few_shot_text_v3/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3.metrics.json
openai_llm,few_shot_text_v3,test,overlap_subset_O_f1,0.104,0.08888888888888889,0.09585253456221197,52,448,533,results/preds/llm/openai_few_shot_text_v3/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3.metrics.json
openai_llm,few_shot_text_v3,test,blurb_token_P_f1,0.7269025197251209,0.6062407132243685,0.6611111111111111,2856,1073,1855,results/preds/llm/openai_few_shot_text_v3/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3.metrics.json
openai_llm,few_shot_text_v3,test,blurb_token_I_f1,0.2635730858468677,0.47824866685377493,0.33984842441164737,1704,4761,1859,results/preds/llm/openai_few_shot_text_v3/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3.metrics.json
openai_llm,few_shot_text_v3,test,blurb_token_O_f1,0.4577268750497097,0.711372064276885,0.5570343125393216,5755,6818,2335,results/preds/llm/openai_few_shot_text_v3/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3.metrics.json
openai_llm,few_shot_text_v3_i_only,test,exact_span_P_f1,0.28256880733944956,0.24367088607594936,0.26168224299065423,154,391,478,results/preds/llm/openai_few_shot_text_v3_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3_i_only.metrics.json
openai_llm,few_shot_text_v3_i_only,test,exact_span_I_f1,0.10552147239263804,0.04988399071925754,0.0677432059866089,86,729,1638,results/preds/llm/openai_few_shot_text_v3_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3_i_only.metrics.json
openai_llm,few_shot_text_v3_i_only,test,exact_span_O_f1,0.1299093655589124,0.11991076408254323,0.12470997679814386,215,1440,1578,results/preds/llm/openai_few_shot_text_v3_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3_i_only.metrics.json
openai_llm,few_shot_text_v3_i_only,test,relaxed_span_P_f1,0.671559633027523,0.5791139240506329,0.6219201359388274,366,179,266,results/preds/llm/openai_few_shot_text_v3_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3_i_only.metrics.json
openai_llm,few_shot_text_v3_i_only,test,relaxed_span_I_f1,0.7214723926380369,0.34106728538283065,0.46317447814100043,588,227,1136,results/preds/llm/openai_few_shot_text_v3_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3_i_only.metrics.json
openai_llm,few_shot_text_v3_i_only,test,relaxed_span_O_f1,0.7129909365558912,0.6581148912437256,0.6844547563805103,1180,475,613,results/preds/llm/openai_few_shot_text_v3_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3_i_only.metrics.json
openai_llm,few_shot_text_v3_i_only,test,overlap_subset_P_f1,0.2826086956521739,0.25870646766169153,0.2701298701298701,52,132,149,results/preds/llm/openai_few_shot_text_v3_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3_i_only.metrics.json
openai_llm,few_shot_text_v3_i_only,test,overlap_subset_I_f1,0.09090909090909091,0.03917910447761194,0.054758800521512385,21,210,515,results/preds/llm/openai_few_shot_text_v3_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3_i_only.metrics.json
openai_llm,few_shot_text_v3_i_only,test,overlap_subset_O_f1,0.1189083820662768,0.10427350427350428,0.1111111111111111,61,452,524,results/preds/llm/openai_few_shot_text_v3_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3_i_only.metrics.json
openai_llm,few_shot_text_v3_i_only,test,blurb_token_P_f1,0.7198275862068966,0.6380810868180853,0.6764937549229212,3006,1170,1705,results/preds/llm/openai_few_shot_text_v3_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3_i_only.metrics.json
openai_llm,few_shot_text_v3_i_only,test,blurb_token_I_f1,0.2868443680137575,0.46814482177939937,0.35572616762635956,1668,4147,1895,results/preds/llm/openai_few_shot_text_v3_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3_i_only.metrics.json
openai_llm,few_shot_text_v3_i_only,test,blurb_token_O_f1,0.4768006700167504,0.703708281829419,0.5684473290064902,5693,6247,2397,results/preds/llm/openai_few_shot_text_v3_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v3_i_only.metrics.json
openai_llm,few_shot_text_v4,test,exact_span_P_f1,0.25040916530278234,0.24208860759493672,0.24617860016090107,153,458,479,results/preds/llm/openai_few_shot_text_v4/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4.metrics.json
openai_llm,few_shot_text_v4,test,exact_span_I_f1,0.10718232044198896,0.05626450116009281,0.07379231647014074,97,808,1627,results/preds/llm/openai_few_shot_text_v4/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4.metrics.json
openai_llm,few_shot_text_v4,test,exact_span_O_f1,0.16419679905157084,0.15448968209704406,0.1591954022988506,277,1410,1516,results/preds/llm/openai_few_shot_text_v4/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4.metrics.json
openai_llm,few_shot_text_v4,test,relaxed_span_P_f1,0.602291325695581,0.5822784810126582,0.5921158487530169,368,243,264,results/preds/llm/openai_few_shot_text_v4/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4.metrics.json
openai_llm,few_shot_text_v4,test,relaxed_span_I_f1,0.6806629834254143,0.35730858468677495,0.4686192468619247,616,289,1108,results/preds/llm/openai_few_shot_text_v4/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4.metrics.json
openai_llm,few_shot_text_v4,test,relaxed_span_O_f1,0.6763485477178424,0.6363636363636364,0.6557471264367816,1141,546,652,results/preds/llm/openai_few_shot_text_v4/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4.metrics.json
openai_llm,few_shot_text_v4,test,overlap_subset_P_f1,0.2100456621004566,0.22885572139303484,0.21904761904761905,46,173,155,results/preds/llm/openai_few_shot_text_v4/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4.metrics.json
openai_llm,few_shot_text_v4,test,overlap_subset_I_f1,0.08614232209737828,0.04291044776119403,0.057285180572851806,23,244,513,results/preds/llm/openai_few_shot_text_v4/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4.metrics.json
openai_llm,few_shot_text_v4,test,overlap_subset_O_f1,0.13740458015267176,0.12307692307692308,0.12984670874661858,72,452,513,results/preds/llm/openai_few_shot_text_v4/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4.metrics.json
openai_llm,few_shot_text_v4,test,blurb_token_P_f1,0.7238483074573683,0.6036934833368711,0.6583333333333333,2844,1085,1867,results/preds/llm/openai_few_shot_text_v4/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4.metrics.json
openai_llm,few_shot_text_v4,test,blurb_token_I_f1,0.29464132853963365,0.48301992702778557,0.3660144619310932,1721,4120,1842,results/preds/llm/openai_few_shot_text_v4/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4.metrics.json
openai_llm,few_shot_text_v4,test,blurb_token_O_f1,0.5521647307286167,0.646353522867738,0.5955580865603646,5229,4241,2861,results/preds/llm/openai_few_shot_text_v4/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4.metrics.json
openai_llm,few_shot_text_v4_i_only,test,exact_span_P_f1,0.28691275167785235,0.27056962025316456,0.2785016286644951,171,425,461,results/preds/llm/openai_few_shot_text_v4_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4_i_only.metrics.json
openai_llm,few_shot_text_v4_i_only,test,exact_span_I_f1,0.11995386389850057,0.060324825986078884,0.0802778849864917,104,763,1620,results/preds/llm/openai_few_shot_text_v4_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4_i_only.metrics.json
openai_llm,few_shot_text_v4_i_only,test,exact_span_O_f1,0.14648212226066898,0.14166201896263245,0.1440317550326056,254,1480,1539,results/preds/llm/openai_few_shot_text_v4_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4_i_only.metrics.json
openai_llm,few_shot_text_v4_i_only,test,relaxed_span_P_f1,0.6375838926174496,0.6012658227848101,0.6188925081433224,380,216,252,results/preds/llm/openai_few_shot_text_v4_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4_i_only.metrics.json
openai_llm,few_shot_text_v4_i_only,test,relaxed_span_I_f1,0.720876585928489,0.3625290023201856,0.4824392126592049,625,242,1099,results/preds/llm/openai_few_shot_text_v4_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4_i_only.metrics.json
openai_llm,few_shot_text_v4_i_only,test,relaxed_span_O_f1,0.6724336793540946,0.6503067484662577,0.6611851431811738,1166,568,627,results/preds/llm/openai_few_shot_text_v4_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4_i_only.metrics.json
openai_llm,few_shot_text_v4_i_only,test,overlap_subset_P_f1,0.25,0.26865671641791045,0.2589928057553957,54,162,147,results/preds/llm/openai_few_shot_text_v4_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4_i_only.metrics.json
openai_llm,few_shot_text_v4_i_only,test,overlap_subset_I_f1,0.0975609756097561,0.04477611940298507,0.06138107416879796,24,222,512,results/preds/llm/openai_few_shot_text_v4_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4_i_only.metrics.json
openai_llm,few_shot_text_v4_i_only,test,overlap_subset_O_f1,0.13703703703703704,0.1264957264957265,0.13155555555555554,74,466,511,results/preds/llm/openai_few_shot_text_v4_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4_i_only.metrics.json
openai_llm,few_shot_text_v4_i_only,test,blurb_token_P_f1,0.7105575326215896,0.6357461260878794,0.6710732691015012,2995,1220,1716,results/preds/llm/openai_few_shot_text_v4_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4_i_only.metrics.json
openai_llm,few_shot_text_v4_i_only,test,blurb_token_I_f1,0.3096104841645431,0.4774066797642436,0.37562106657833716,1701,3793,1862,results/preds/llm/openai_few_shot_text_v4_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4_i_only.metrics.json
openai_llm,few_shot_text_v4_i_only,test,blurb_token_O_f1,0.5327378030823599,0.6708281829419036,0.5938611369480769,5427,4760,2663,results/preds/llm/openai_few_shot_text_v4_i_only/validated.spans.jsonl,results/metrics/openai_few_shot_text_v4_i_only.metrics.json
openai_llm,few_shot_text_newprovider_2026-05-15_r1,test,exact_span_P_f1,0.3036649214659686,0.18354430379746836,0.22879684418145957,116,266,516,results/preds/llm/few_shot_text_newprovider_2026-05-15_r1/validated.spans.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r1.metrics.json
openai_llm,few_shot_text_newprovider_2026-05-15_r1,test,exact_span_I_f1,0.11076923076923077,0.04176334106728538,0.060657118786857624,72,578,1652,results/preds/llm/few_shot_text_newprovider_2026-05-15_r1/validated.spans.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r1.metrics.json
openai_llm,few_shot_text_newprovider_2026-05-15_r1,test,exact_span_O_f1,0.1346613545816733,0.09425543781372002,0.11089238845144357,169,1086,1624,results/preds/llm/few_shot_text_newprovider_2026-05-15_r1/validated.spans.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r1.metrics.json
openai_llm,few_shot_text_newprovider_2026-05-15_r1,test,relaxed_span_P_f1,0.7539267015706806,0.45569620253164556,0.5680473372781064,288,94,344,results/preds/llm/few_shot_text_newprovider_2026-05-15_r1/validated.spans.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r1.metrics.json
openai_llm,few_shot_text_newprovider_2026-05-15_r1,test,relaxed_span_I_f1,0.7369230769230769,0.27784222737819025,0.40353833192923333,479,171,1245,results/preds/llm/few_shot_text_newprovider_2026-05-15_r1/validated.spans.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r1.metrics.json
openai_llm,few_shot_text_newprovider_2026-05-15_r1,test,relaxed_span_O_f1,0.7721115537848605,0.5404350250976018,0.6358267716535434,969,286,824,results/preds/llm/few_shot_text_newprovider_2026-05-15_r1/validated.spans.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r1.metrics.json
openai_llm,few_shot_text_newprovider_2026-05-15_r1,test,overlap_subset_P_f1,0.22900763358778625,0.14925373134328357,0.18072289156626506,30,101,171,results/preds/llm/few_shot_text_newprovider_2026-05-15_r1/validated.spans.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r1.metrics.json
