doc_id,split,token_count,p_span_count,i_span_count,o_span_count,total_span_count,has_overlap,overlap_token_count
10373718,train,12,1,1,2,4,True,3
10374155,train,243,6,7,2,15,True,28
10379020,train,356,5,5,7,17,True,6
10380161,train,298,2,10,7,19,True,12
10382082,train,301,5,10,5,20,False,0
10382134,train,136,6,6,6,18,True,4
10385063,train,286,7,4,10,21,True,9
10390407,train,246,4,4,4,12,True,17
10402369,train,280,5,7,8,20,False,0
10404444,train,311,7,2,7,16,False,0
10408075,train,231,3,3,10,16,True,4
10410152,train,324,4,7,11,22,True,12
10414756,train,299,4,4,8,16,False,0
10424316,train,155,4,13,8,25,True,1
10429005,train,384,2,3,12,17,False,0
10437192,train,16,1,1,0,2,False,0
10439497,train,251,5,13,2,20,True,10
10439763,train,270,3,9,7,19,False,0
10441604,train,287,7,8,12,27,False,0
10442506,train,394,4,16,15,35,True,2
10443725,train,283,5,1,7,13,True,3
10448447,train,179,3,4,5,12,True,3
10463377,train,375,3,3,10,16,True,2
10463847,train,388,3,4,8,15,False,0
10470636,train,353,4,14,8,26,True,10
10476617,train,249,4,5,10,19,True,3
10482855,train,21,1,1,1,3,True,5
10489959,train,43,1,2,1,4,False,0
10492627,train,397,6,5,5,16,False,0
10499652,train,215,2,6,5,13,False,0
10506815,train,242,3,2,4,9,False,0
10509459,train,319,5,9,8,22,True,21
10517189,train,193,2,5,6,13,True,2
10517426,train,587,5,6,8,19,False,0
10525558,train,422,3,1,8,12,False,0
10539493,train,192,1,4,10,15,False,0
10550137,train,424,3,5,12,20,True,8
10554112,train,17,1,1,1,3,True,6
10554799,train,325,3,10,7,20,True,1
10555930,train,194,3,7,3,13,False,0
10557909,train,17,1,1,1,3,False,0
10560780,train,320,10,1,14,25,True,31
10563544,train,299,5,2,6,13,True,4
10566623,train,334,6,10,3,19,True,2
10568568,train,428,5,6,8,19,False,0
10575594,train,363,1,9,13,23,False,0
10588965,train,379,6,16,5,27,False,0
10592853,train,435,3,17,13,33,True,1
10593347,train,273,4,10,6,20,False,0
10594393,train,190,4,6,4,14,False,0
10594396,train,254,2,16,4,22,False,0
10599355,train,169,2,5,6,13,False,0
10602739,train,173,2,3,6,11,True,3
10606880,train,352,2,11,8,21,False,0
10607234,train,448,7,5,17,29,False,0
10618526,train,119,3,3,3,9,True,5
10619912,train,282,5,5,13,23,True,11
10624759,train,254,3,4,6,13,True,8
10632537,train,325,3,7,9,19,False,0
10634835,train,170,3,2,4,9,False,0
10634838,train,350,3,7,10,20,True,3
10636373,train,45,2,4,3,9,False,0
10637238,train,312,2,5,4,11,False,0
10643677,train,410,3,4,12,19,False,0
10649829,train,183,2,7,12,21,True,3
10651597,train,501,7,18,11,36,True,6
10660161,train,200,3,5,4,12,True,9
10661479,train,369,3,7,11,21,True,7
10663363,train,313,5,3,9,17,True,2
10665129,train,232,2,8,4,14,False,0
10671339,train,211,5,7,12,24,True,3
10674229,train,451,2,1,12,15,False,0
10674680,train,291,2,8,9,19,True,16
10674681,train,374,2,11,6,19,False,0
10678548,train,550,7,7,15,29,False,0
10682031,train,203,5,3,5,13,True,4
10683506,train,511,4,7,7,18,False,0
10685169,train,291,6,4,7,17,True,4
10685722,train,274,2,4,17,23,False,0
10685817,train,334,3,7,7,17,True,1
10690138,train,251,2,3,8,13,False,0
10690697,train,329,4,8,8,20,True,1
10693733,train,289,8,4,10,22,True,9
10703628,train,222,2,8,7,17,True,5
10706930,train,320,4,7,7,18,False,0
10707032,train,311,4,9,6,19,False,0
10714690,train,212,3,8,3,14,False,0
10715372,train,263,2,8,5,15,True,3
10719133,train,186,1,9,7,17,True,4
10720081,train,576,8,12,9,29,True,10
10726430,train,289,1,1,5,7,False,0
10734271,train,276,3,5,7,15,True,2
10735838,train,69,3,5,2,10,True,2
10735900,train,398,4,16,10,30,True,1
10741095,train,305,2,1,4,7,False,0
10741842,train,356,6,1,7,14,True,1
10742359,train,208,4,3,5,12,True,8
10754477,train,367,5,7,4,16,False,0
10755175,train,149,4,3,9,16,True,3
10757250,train,259,3,7,3,13,True,7
10757579,train,263,3,9,10,22,True,12
10758987,train,320,3,5,8,16,True,9
10759619,train,254,3,13,6,22,False,0
10768434,train,353,3,11,8,22,True,5
10770301,train,326,4,9,7,20,True,21
10770979,train,374,2,2,8,12,False,0
10778276,train,211,2,4,6,12,True,2
10781855,train,187,3,3,7,13,False,0
10790473,train,597,6,3,7,16,False,0
10807619,train,346,5,14,16,35,False,0
10808042,train,165,4,4,5,13,True,2
10811665,train,389,5,3,9,17,True,14
10814606,train,407,4,13,7,24,True,6
10816058,train,226,4,4,4,12,True,1
10817768,train,372,3,1,7,11,True,16
10826576,train,346,5,15,13,33,True,9
10832772,train,307,3,5,4,12,True,1
10832773,train,19,1,1,2,4,True,4
10832774,train,385,6,4,9,19,True,19
10837440,train,273,6,11,8,25,True,10
10848655,train,414,3,5,9,17,True,3
10850381,train,238,2,4,9,15,True,2
10860330,train,255,2,7,2,11,True,14
10861653,train,190,7,3,4,14,False,0
10870534,train,258,6,1,4,11,False,0
10871578,train,305,4,14,8,26,True,4
10889149,train,342,5,5,9,19,True,5
10889804,train,359,6,5,11,22,True,13
10901647,train,188,1,8,4,13,False,0
10902449,train,269,3,7,10,20,True,22
10926339,train,364,3,8,10,21,False,0
10928228,train,287,2,1,14,17,False,0
10934908,train,167,2,1,3,6,True,3
10939601,train,336,3,8,11,22,True,1
10945514,train,838,4,24,12,40,False,0
10947757,train,297,1,10,11,22,False,0
10957888,train,278,3,17,7,27,True,1
10960380,train,424,3,8,10,21,False,0
10963640,train,411,3,15,12,30,False,0
10968308,train,221,3,2,6,11,False,0
10969304,train,356,2,7,17,26,True,2
10971307,train,434,3,7,7,17,True,1
10971538,train,220,2,9,5,16,True,12
10973645,train,294,4,3,5,12,False,0
10986219,train,357,6,9,9,24,False,0
10986363,train,195,4,3,7,14,False,0
10992833,train,316,2,2,12,16,True,5
10992834,train,305,5,12,8,25,True,10
10993031,train,657,8,26,15,49,True,9
10997806,train,413,2,13,11,26,True,1
1100179,train,174,6,1,8,15,False,0
11004058,train,271,7,12,10,29,True,8
11013280,train,335,3,14,5,22,True,17
11013281,train,342,3,12,12,27,False,0
11013775,train,216,2,8,5,15,True,7
11015817,train,299,4,8,13,25,True,6
11021553,train,173,4,5,3,12,True,9
11022066,train,337,4,6,20,30,True,10
11028492,train,332,5,6,6,17,False,0
11029345,train,325,4,4,7,15,False,0
11029568,train,214,2,12,9,23,False,0
11034038,train,271,4,4,8,16,True,15
11034934,train,355,3,2,16,21,False,0
11041498,train,318,2,8,1,11,True,2
11045790,train,325,4,4,9,17,False,0
11053333,train,256,3,3,8,14,True,2
11056245,train,235,2,11,3,16,True,10
11056317,train,14,2,2,0,4,True,1
11056593,train,451,4,10,8,22,False,0
11060324,train,20,2,1,0,3,True,3
11064610,train,336,3,21,16,40,True,7
11068835,train,344,3,4,3,10,False,0
11069570,train,356,4,2,8,14,True,2
11072681,train,10,1,1,0,2,False,0
11073017,train,337,7,10,7,24,True,5
11074150,train,352,1,8,12,21,True,4
11077389,train,201,3,5,3,11,True,5
11085402,train,236,5,3,3,11,True,10
11098982,train,364,7,10,11,28,True,9
11100343,train,288,5,9,8,22,True,5
11104595,train,296,4,8,7,19,False,0
11106679,train,385,5,4,7,16,True,4
11108177,train,307,4,5,10,19,False,0
11132252,train,186,5,3,2,10,False,0
11134799,train,18,1,1,1,3,True,6
11136837,train,446,6,2,19,27,False,0
11140546,train,287,5,5,8,18,False,0
11143509,train,149,1,7,6,14,True,3
11154142,train,245,3,7,7,17,False,0
11156811,train,337,4,14,10,28,True,7
11157143,train,219,2,12,5,19,True,3
11159256,train,265,3,20,7,30,True,15
11162323,train,326,7,7,9,23,True,5
11167879,train,281,2,4,13,19,False,0
11191952,train,210,4,8,4,16,True,14
11194696,train,157,4,3,2,9,True,5
11196013,train,116,3,3,8,14,False,0
11196396,train,412,6,8,7,21,True,10
1119679,train,151,4,5,5,14,True,8
11199239,train,182,6,2,3,11,True,20
11205419,train,286,4,7,11,22,True,2
11207836,train,453,9,3,10,22,True,9
11208371,train,154,3,7,3,13,True,23
11210885,train,287,6,5,7,18,True,23
11213870,train,345,4,10,11,25,False,0
11214014,train,306,2,6,8,16,True,5
11218508,train,323,3,8,12,23,True,8
11219757,train,165,1,9,5,15,True,7
11228756,train,343,4,19,10,33,True,8
11234566,train,181,3,7,11,21,True,13
11237545,train,216,5,8,10,23,True,6
11238483,train,290,3,2,10,15,False,0
11246578,train,207,5,1,7,13,True,8
11253439,train,169,2,5,1,8,True,4
11265037,train,327,3,6,15,24,False,0
11267196,train,27,1,1,1,3,False,0
11284463,train,290,2,1,7,10,False,0
11292273,train,329,5,2,12,19,True,44
11292279,train,219,3,1,6,10,False,0
11295009,train,282,4,8,2,14,False,0
11297722,train,206,3,10,4,17,False,0
11300174,train,341,6,7,10,23,True,2
11302295,train,294,4,7,14,25,False,0
11305684,train,242,5,3,3,11,True,10
11315533,train,222,7,3,11,21,True,5
11318022,train,331,2,1,7,10,True,3
11318056,train,170,3,3,0,6,True,3
11319711,train,469,5,4,6,15,False,0
11322670,train,314,4,5,4,13,True,2
11323998,train,70,2,4,2,8,True,8
11331049,train,286,8,15,10,33,True,13
11331721,train,242,4,7,6,17,False,0
11334068,train,23,2,1,1,4,True,1
11343038,train,223,3,7,2,12,False,0
11348533,train,361,4,3,12,19,True,2
11350502,train,228,3,7,8,18,True,6
11352886,train,309,8,17,7,32,True,4
11360574,train,252,2,4,8,14,True,17
11362397,train,15,1,1,1,3,True,2
11362629,train,11,1,1,2,4,True,3
11363044,train,7,0,1,1,2,True,3
11369627,train,301,4,8,16,28,True,17
11374137,train,311,4,13,8,25,True,2
11377310,train,284,4,6,8,18,True,15
11378004,train,17,1,1,1,3,False,0
11378833,train,287,3,8,6,17,True,7
11379334,train,373,8,10,8,26,False,0
11384820,train,301,3,4,10,17,True,6
11392343,train,318,4,7,9,20,False,0
11395821,train,487,5,20,14,39,True,1
11396751,train,312,3,7,11,21,False,0
11408369,train,276,2,12,9,23,True,3
11411192,train,513,9,11,10,30,True,2
11413274,train,296,5,1,5,11,True,3
11414348,train,279,4,3,2,9,True,8
11420161,train,217,3,14,8,25,False,0
11422660,train,358,2,8,5,15,False,0
11429349,train,297,5,9,9,23,False,0
11435682,train,236,3,6,6,15,True,15
11439748,train,24,1,1,2,4,False,0
11443835,train,306,4,3,5,12,True,5
11446476,train,242,4,5,4,13,False,0
11450816,train,261,2,5,2,9,True,8
11450818,train,172,3,2,8,13,True,14
11453509,train,322,3,8,9,20,False,0
11454840,train,355,5,4,5,14,True,4
11459079,train,254,6,4,3,13,True,2
11465651,train,453,3,4,6,13,True,7
11471578,train,361,6,9,7,22,False,0
11472320,train,248,7,6,3,16,True,2
11476129,train,270,3,14,5,22,True,4
11485124,train,260,5,4,4,13,False,0
11488317,train,245,4,9,11,24,False,0
11500608,train,246,2,9,5,16,False,0
11501687,train,242,5,12,7,24,True,3
11508634,train,266,5,4,6,15,True,12
11517983,train,266,2,10,6,18,True,1
11535502,train,337,1,1,16,18,False,0
11536065,train,412,5,7,14,26,True,14
11545629,train,276,3,8,4,15,True,1
11545671,train,329,3,6,15,24,False,0
11547366,train,173,3,6,1,10,False,0
11549300,train,413,5,10,8,23,False,0
11549539,train,278,2,7,6,15,False,0
11550726,train,136,6,7,5,18,True,16
11554235,train,430,5,13,14,32,False,0
11554438,train,337,2,8,9,19,True,2
11561265,train,286,4,4,5,13,False,0
11570022,train,299,2,7,8,17,True,3
11570966,train,418,3,4,11,18,False,0
11579299,train,400,3,11,16,30,True,8
11595000,train,212,3,9,4,16,False,0
11683484,train,212,2,5,8,15,True,2
11683967,train,298,3,3,6,12,True,4
11691515,train,315,1,9,5,15,True,9
11691528,train,318,6,6,12,24,True,7
11699803,train,170,3,9,8,20,True,3
11700823,train,24,1,1,1,3,True,3
11701101,train,778,6,7,22,35,False,0
11701433,train,267,5,12,9,26,True,13
11701672,train,382,3,6,12,21,False,0
11705818,train,357,4,6,9,19,False,0
11706697,train,118,1,4,3,8,False,0
11708589,train,186,3,4,1,8,False,0
11709366,train,243,2,14,11,27,True,3
11710599,train,260,3,11,7,21,True,2
11714591,train,234,4,9,10,23,True,18
11718681,train,238,4,3,7,14,True,54
11741555,train,351,3,4,6,13,True,10
11743411,train,406,3,6,12,21,False,0
11746070,train,209,4,5,8,17,True,12
11748974,train,231,4,4,6,14,False,0
11751780,train,287,3,4,12,19,False,0
11752031,train,357,4,5,15,24,True,4
11778352,train,176,4,5,4,13,False,0
11779598,train,302,5,11,9,25,False,0
11781402,train,432,5,11,10,26,True,3
11783270,train,160,1,1,5,7,True,1
11786587,train,316,6,16,6,28,True,19
11788219,train,375,5,6,7,18,True,25
11789002,train,129,4,3,4,11,True,2
11791023,train,410,10,2,3,15,False,0
11804430,train,212,5,9,10,24,True,7
11812696,train,271,4,16,8,28,True,5
11815321,train,298,6,2,8,16,True,1
11815957,train,442,4,16,7,27,True,1
11816482,train,150,1,5,6,12,False,0
11819768,train,315,4,2,5,11,False,0
11824175,train,201,4,8,2,14,True,1
11828556,train,332,1,7,4,12,True,12
11832869,train,278,3,4,9,16,True,3
11835021,train,300,3,10,4,17,True,17
11836674,train,311,4,3,2,9,False,0
11837240,train,10,1,1,0,2,True,1
11837468,train,432,3,8,12,23,False,0
11838820,train,217,4,6,3,13,False,0
11839712,train,320,2,8,14,24,True,2
11840031,train,374,11,16,15,42,True,36
11849797,train,403,4,11,9,24,True,3
11860536,train,222,4,10,5,19,True,30
11860915,train,183,4,4,10,18,True,14
11863211,train,10,1,1,1,3,False,0
11867842,train,291,6,9,6,21,False,0
11876712,train,288,3,6,4,13,True,10
11876893,train,159,5,3,3,11,False,0
11877686,train,333,4,13,11,28,True,1
11881749,train,161,2,4,6,12,True,5
11888754,train,261,4,7,4,15,False,0
11888774,train,372,5,10,9,24,True,6
11890175,train,257,8,3,3,14,True,11
11915576,train,197,2,4,7,13,False,0
11916791,train,356,1,16,7,24,True,28
11918753,train,474,3,10,13,26,False,0
11920488,train,369,4,12,7,23,False,0
11922398,train,413,4,9,10,23,False,0
11931782,train,328,3,2,6,11,True,1
11932879,train,418,4,15,8,27,False,0
11932900,train,322,4,13,9,26,True,17
11943119,train,446,2,17,5,24,False,0
11948051,train,336,4,2,16,22,False,0
11956614,train,185,4,8,3,15,True,11
11957440,train,283,2,12,4,18,False,0
11961446,train,140,3,6,1,10,False,0
11965204,train,367,7,4,14,25,True,10
11978262,train,327,3,5,8,16,False,0
11978277,train,277,5,14,9,28,True,13
11981066,train,331,5,6,13,24,False,0
11981150,train,281,5,6,8,19,True,1
11994052,train,251,5,15,7,27,True,2
12005275,train,346,4,12,16,32,True,4
12006271,train,396,2,1,5,8,False,0
12017793,train,144,5,8,1,14,False,0
12020338,train,343,3,9,10,22,True,4
12021824,train,287,1,7,7,15,True,9
12021946,train,480,4,13,15,32,True,1
12031821,train,330,3,10,13,26,False,0
12031927,train,19,1,2,0,3,False,0
12033348,train,314,1,10,5,16,False,0
12036809,train,396,4,4,17,25,True,2
12037693,train,309,7,9,9,25,False,0
12042231,train,183,3,6,8,17,True,2
12044624,train,250,3,8,6,17,False,0
12045163,train,295,2,4,9,15,True,14
12049860,train,285,2,11,11,24,True,11
12050494,train,332,4,7,9,20,True,8
12055323,train,303,3,7,5,15,True,3
12056851,train,237,2,3,3,8,True,9
12057986,train,355,5,1,6,12,False,0
12058842,train,259,2,7,6,15,True,3
12059064,train,263,2,3,5,10,True,31
12065558,train,338,4,17,13,34,False,0
12067044,train,376,3,10,11,24,True,31
12073766,train,341,4,3,8,15,False,0
12074271,train,258,4,18,15,37,True,13
12080735,train,12,1,1,1,3,True,3
12084138,train,310,5,7,11,23,False,0
12085177,train,372,4,14,10,28,True,5
12088604,train,192,2,5,2,9,True,2
12090782,train,253,2,8,3,13,False,0
12093332,train,378,2,20,6,28,False,0
12093460,train,264,4,7,4,15,True,2
12094254,train,253,3,4,4,11,False,0
12096292,train,263,3,8,12,23,True,21
12105288,train,295,4,4,7,15,False,0
12108616,train,149,6,10,3,19,False,0
12108617,train,128,4,6,4,14,True,10
12110494,train,653,5,14,28,47,True,2
12113323,train,224,4,5,3,12,False,0
12116339,train,273,3,3,2,8,True,22
12117831,train,442,3,1,9,13,False,0
12120773,train,151,3,2,5,10,True,22
12121427,train,270,2,3,7,12,True,10
12123333,train,361,5,10,9,24,False,0
12131309,train,285,2,4,12,18,True,16
12135593,train,192,3,7,7,17,True,4
12139152,train,133,1,3,1,5,False,0
12143780,train,18,1,2,2,5,True,9
12148711,train,371,7,4,8,19,False,0
12151468,train,420,4,14,5,23,True,2
12160584,train,231,3,4,2,9,True,6
12168688,train,122,3,3,2,8,False,0
12169964,train,318,3,3,8,14,False,0
12176916,train,193,2,3,7,12,False,0
12182253,train,521,4,15,18,37,False,0
12183788,train,160,3,9,3,15,True,12
12185154,train,267,3,4,9,16,False,0
12185505,train,461,4,1,12,17,False,0
12193353,train,342,2,2,12,16,False,0
12198659,train,277,4,7,16,27,True,4
12199005,train,304,5,8,14,27,True,14
12201937,train,386,3,6,9,18,False,0
12202662,train,374,4,10,13,27,False,0
12204666,train,396,6,2,7,15,False,0
12233894,train,413,2,16,7,25,False,0
12233987,train,152,2,5,3,10,False,0
12233993,train,146,2,0,3,5,False,0
12236273,train,379,6,9,10,25,True,2
12237625,train,266,3,8,9,20,False,0
12238830,train,316,4,10,3,17,False,0
12239448,train,266,3,6,5,14,False,0
12239480,train,375,4,6,8,18,True,4
12241713,train,345,7,7,15,29,False,0
12243889,train,267,7,10,4,21,True,6
12270325,train,13,1,1,1,3,True,5
12271298,train,206,1,6,4,11,False,0
12356338,train,280,2,8,6,16,False,0
12356631,train,315,4,10,4,18,False,0
12358251,train,306,5,8,9,22,True,5
12358871,train,279,3,3,6,12,True,49
12370849,train,412,1,7,11,19,False,0
12375315,train,303,2,24,5,31,True,2
12377836,train,473,4,4,7,15,True,10
12378396,train,206,3,8,5,16,True,4
12384805,train,321,4,7,6,17,False,0
12394700,train,284,6,10,7,23,True,3
12396317,train,495,4,10,14,28,True,6
12401759,train,360,4,4,7,15,False,0
12402011,train,327,2,13,5,20,False,0
12406050,train,283,5,11,2,18,True,7
12407485,train,365,5,13,8,26,True,6
12410073,train,254,4,17,3,24,True,4
12418582,train,491,3,12,16,31,True,2
12422941,train,163,2,7,4,13,True,6
12423984,train,367,6,3,10,19,True,14
12424317,train,329,2,2,11,15,True,17
12424783,train,179,3,5,4,12,False,0
12426230,train,264,3,9,11,23,False,0
12437457,train,425,3,10,13,26,True,7
12440177,train,282,4,1,8,13,True,13
12443948,train,123,2,4,5,11,True,2
12447025,train,10,1,1,0,2,False,0
12452403,train,196,4,4,7,15,True,5
12452980,train,234,9,11,6,26,True,5
12456431,train,302,5,15,12,32,True,6
12457629,train,307,2,6,5,13,True,2
12458862,train,152,1,1,4,6,False,0
12459663,train,379,5,1,4,10,False,0
12462350,train,200,3,5,7,15,False,0
12463729,train,175,1,14,4,19,False,0
12478408,train,409,5,7,12,24,True,8
12480867,train,9,1,1,0,2,False,0
12482473,train,16,1,2,1,4,True,1
12485538,train,8,1,1,1,3,False,0
12486433,train,315,2,3,4,9,True,30
12492271,train,317,3,5,13,21,True,1
12496956,train,182,3,3,6,12,False,0
12504399,train,372,5,2,8,15,True,3
12505565,train,291,6,7,8,21,True,13
12505733,train,223,2,4,5,11,False,0
12511152,train,83,1,1,0,2,False,0
12512598,train,312,1,6,9,16,False,0
125133,train,131,1,6,6,13,False,0
12531809,train,317,4,20,5,29,False,0
12538120,train,130,3,7,2,12,True,10
12538218,train,236,3,6,10,19,True,15
12541005,train,236,6,4,1,11,False,0
1254157,train,190,3,6,3,12,False,0
12546485,train,220,2,11,7,20,True,16
12551867,train,320,7,10,19,36,True,12
1255322,train,160,4,2,4,10,False,0
12553591,train,172,2,4,4,10,False,0
12559222,train,333,3,11,8,22,False,0
12564610,train,357,3,7,15,25,True,6
12564611,train,397,5,5,7,17,True,6
12567169,train,274,6,11,9,26,True,32
12568856,train,262,5,7,6,18,False,0
12569977,train,389,5,5,6,16,True,1
12575712,train,16,1,1,0,2,False,0
12576246,train,265,2,5,9,16,False,0
12576957,train,492,5,4,9,18,False,0
12579266,train,287,3,12,12,27,True,3
12585724,train,195,2,8,2,12,False,0
12585821,train,239,1,3,4,8,False,0
12590404,train,268,3,6,16,25,True,14
12591004,train,178,2,6,3,11,True,8
12599844,train,270,6,11,8,25,True,1
12602669,train,330,3,14,8,25,False,0
12604982,train,476,7,4,17,28,True,4
12612897,train,323,4,5,12,21,False,0
12614193,train,201,2,12,6,20,False,0
12614412,train,277,3,16,3,22,True,5
12614707,train,233,5,4,1,10,False,0
12616671,train,357,3,9,7,19,True,3
12618690,train,529,6,3,10,19,False,0
12629094,train,503,5,11,13,29,True,10
12630606,train,389,3,9,10,22,False,0
12635578,train,326,4,4,13,21,False,0
12636954,train,208,2,6,8,16,True,2
12638099,train,304,3,10,8,21,False,0
12638834,train,239,4,3,6,13,False,0
12642251,train,244,4,12,8,24,True,10
12642847,train,370,1,11,12,24,False,0
12644413,train,245,3,6,11,20,True,4
12651635,train,278,6,18,11,35,True,31
12651674,train,252,4,5,10,19,False,0
12653872,train,302,4,9,9,22,True,5
12653895,train,255,4,5,7,16,False,0
12654143,train,259,3,9,7,19,True,2
12660676,train,316,4,3,8,15,True,46
12663340,train,290,4,7,7,18,True,3
12666946,train,207,3,6,3,12,True,3
12668582,train,251,3,10,11,24,True,2
12676060,train,250,5,2,5,12,False,0
12680863,train,425,6,5,12,23,True,21
12687510,train,315,5,3,10,18,True,2
12704402,train,389,4,9,11,24,False,0
12709801,train,399,3,12,12,27,True,4
12713767,train,273,3,10,10,23,False,0
12718385,train,313,5,18,11,34,False,0
12738312,train,320,4,5,5,14,True,10
12739123,train,308,4,3,4,11,False,0
12742556,train,308,5,19,10,34,False,0
12743142,train,354,2,15,9,26,False,0
12748567,train,227,4,4,3,11,True,1
12769155,train,307,4,11,8,23,True,3
12780755,train,307,4,8,3,15,True,2
12787235,train,295,4,4,5,13,True,25
12790985,train,324,6,13,9,28,True,12
12791549,train,352,5,2,4,11,True,2
12792318,train,273,1,10,9,20,True,11
12793516,train,137,2,2,4,8,True,4
12804020,train,256,3,11,3,17,True,3
12810472,train,275,7,9,4,20,True,2
12813449,train,431,2,14,7,23,False,0
12814457,train,334,4,17,9,30,False,0
12816740,train,276,2,9,13,24,False,0
1282182,train,285,4,22,4,30,True,3
12823122,train,251,3,6,7,16,False,0
12823129,train,228,5,4,10,19,True,2
12824973,train,252,3,4,9,16,True,14
12830748,train,71,3,3,3,9,True,17
12834936,train,197,2,10,12,24,True,2
12839657,train,247,4,6,6,16,False,0
12844138,train,281,6,1,7,14,True,5
12844393,train,342,4,16,8,28,True,15
12850861,train,320,2,8,11,21,True,1
12855087,train,293,4,6,7,17,True,25
1286738,train,321,6,9,5,20,True,27
12872081,train,403,3,9,5,17,True,2
12876177,train,320,4,14,4,22,False,0
12876178,train,271,10,9,6,25,True,5
12881389,train,308,3,8,5,16,False,0
12882611,train,327,1,6,6,13,False,0
12886239,train,469,5,5,4,14,False,0
1289508,train,309,2,7,5,14,False,0
12895217,train,342,1,13,8,22,True,43
12900807,train,329,5,6,8,19,False,0
1291393,train,245,2,7,1,10,False,0
12918532,train,13,1,1,1,3,True,4
12925182,train,440,3,12,2,17,False,0
12928692,train,315,5,11,7,23,False,0
12932301,train,176,6,1,4,11,True,19
12951131,train,312,3,8,4,15,False,0
12954577,train,285,3,8,10,21,True,10
12956656,train,437,2,9,16,27,True,14
12970516,train,397,3,23,11,37,True,1
12971959,train,315,5,5,7,17,True,3
12973849,train,366,6,3,11,20,True,8
12974687,train,243,4,4,5,13,False,0
1300984,train,195,5,4,11,20,True,4
1302807,train,129,3,6,1,10,True,11
1307461,train,222,3,11,3,17,True,1
130920,train,17,1,1,0,2,True,4
1319876,train,211,1,11,5,17,False,0
1326339,train,159,3,6,3,12,False,0
1326734,train,209,2,6,11,19,True,4
1331023,train,153,2,3,5,10,True,16
1334639,train,294,3,2,12,17,False,0
1336890,train,204,2,2,2,6,False,0
1337070,train,220,2,12,5,19,False,0
1342306,train,315,3,11,16,30,False,0
1342906,train,302,3,5,4,12,False,0
1350581,train,152,3,9,5,17,False,0
1358607,train,209,1,9,9,19,False,0
1359258,train,347,6,13,4,23,True,2
1359322,train,121,2,9,4,15,False,0
1359809,train,278,4,9,2,15,True,1
1364154,train,303,4,11,8,23,True,1
1370735,train,252,4,6,9,19,False,0
1376306,train,312,3,4,5,12,False,0
1378689,train,76,3,3,0,6,True,1
1390473,train,145,3,8,4,15,True,4
1391736,train,195,4,1,9,14,True,7
1394200,train,180,3,4,5,12,True,1
1396108,train,121,2,11,4,17,False,0
1408861,train,278,5,6,4,15,True,9
1409770,train,242,3,15,15,33,True,3
1410028,train,441,4,4,2,10,True,8
1411449,train,196,3,5,2,10,False,0
1412152,train,267,3,5,10,18,True,1
1415973,train,142,2,4,5,11,True,9
1420057,train,376,3,14,11,28,False,0
1423955,train,456,5,5,6,16,False,0
1426893,train,14,1,1,0,2,False,0
1440804,train,303,4,5,11,20,True,2
1444609,train,254,3,10,7,20,False,0
1444872,train,223,2,5,6,13,False,0
1445476,train,287,3,1,8,12,True,17
1448121,train,370,3,12,8,23,True,5
1449552,train,11,1,3,1,5,True,2
14506591,train,196,2,11,3,16,False,0
1451242,train,542,3,27,13,43,True,12
