benchmark,split,raw_split,review_id,study_id,normalized_label,has_title,has_abstract,has_abstract_text,has_full_text,source_file,reviews_metadata_file,review_metadata_present,blocker_status,blocker_reasons,abstract_only_available,abstract_only_reasons,full_text_only_available,full_text_only_reasons,abstract_plus_full_text_available,abstract_plus_full_text_reasons
csmed_ft,dev,dev,CD010254,CD010254-bib-0050,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010254,CD010254-bib-0154,include,true,false,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010254,CD010254-bib-0168,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010254,CD010254-bib-0141,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010254,CD010254-bib-0166,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010254,CD010254-bib-0093,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010254,CD010254-bib-0025,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010254,CD010254-bib-0101,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010254,CD010254-bib-0228,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006466,CD006466-bib-0030,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006466,CD006466-bib-0053,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006466,CD006466-bib-0019,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006466,CD006466-bib-0033,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006466,CD006466-bib-0031,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006466,CD006466-bib-0027,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006466,CD006466-bib-0051,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006466,CD006466-bib-0047,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006466,CD006466-bib-0040,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006466,CD006466-bib-0037,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006650,CD006650-bib-0121,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006650,CD006650-bib-0136,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006650,CD006650-bib-0033,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006650,CD006650-bib-0037,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006650,CD006650-bib-0106,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006650,CD006650-bib-0072,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006650,CD006650-bib-0041,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006650,CD006650-bib-0095,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006650,CD006650-bib-0110,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006650,CD006650-bib-0061,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006650,CD006650-bib-0114,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006650,CD006650-bib-0062,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006650,CD006650-bib-0029,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006650,CD006650-bib-0125,exclude,true,false,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006650,CD006650-bib-0049,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006650,CD006650-bib-0016,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006650,CD006650-bib-0056,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006650,CD006650-bib-0075,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006650,CD006650-bib-0050,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006652,CD006652-bib-0128,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006652,CD006652-bib-0110,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006652,CD006652-bib-0081,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006652,CD006652-bib-0031,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006652,CD006652-bib-0040,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006652,CD006652-bib-0167,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006652,CD006652-bib-0127,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006652,CD006652-bib-0044,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006652,CD006652-bib-0056,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006652,CD006652-bib-0165,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006652,CD006652-bib-0158,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006652,CD006652-bib-0080,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006652,CD006652-bib-0174,exclude,true,false,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD007271,CD007271-bib-0006,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD007271,CD007271-bib-0010,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD007271,CD007271-bib-0012,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD007271,CD007271-bib-0017,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010534,CD010534-bib-0043,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010534,CD010534-bib-0080,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010534,CD010534-bib-0047,exclude,true,true,true,false,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,false,missing_full_text,false,missing_full_text
csmed_ft,dev,dev,CD010534,CD010534-bib-0004,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010534,CD010534-bib-0006,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010534,CD010534-bib-0054,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010534,CD010534-bib-0063,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010534,CD010534-bib-0036,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010534,CD010534-bib-0045,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010534,CD010534-bib-0034,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010534,CD010534-bib-0069,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010534,CD010534-bib-0010,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010534,CD010534-bib-0044,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010534,CD010534-bib-0033,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010534,CD010534-bib-0073,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD010534,CD010534-bib-0075,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD001191,CD001191-bib-0143,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD001191,CD001191-bib-0038,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD001191,CD001191-bib-0110,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD001191,CD001191-bib-0028,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD001191,CD001191-bib-0012,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD001191,CD001191-bib-0023,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD001191,CD001191-bib-0044,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD001191,CD001191-bib-0132,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD001191,CD001191-bib-0018,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD004476,CD004476-bib-0069,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD004476,CD004476-bib-0072,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD004476,CD004476-bib-0061,include,false,false,false,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,false,missing_abstract_text,true,,false,missing_abstract_text
csmed_ft,dev,dev,CD004476,CD004476-bib-0039,include,false,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD004476,CD004476-bib-0005,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD004476,CD004476-bib-0002,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD004476,CD004476-bib-0073,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD004476,CD004476-bib-0026,include,false,false,false,false,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,false,missing_abstract_text,false,missing_full_text,false,missing_abstract_text; missing_full_text
csmed_ft,dev,dev,CD004476,CD004476-bib-0078,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD004476,CD004476-bib-0059,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD004476,CD004476-bib-0077,include,false,false,false,false,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,false,missing_abstract_text,false,missing_full_text,false,missing_abstract_text; missing_full_text
csmed_ft,dev,dev,CD004476,CD004476-bib-0017,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD004476,CD004476-bib-0050,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006577,CD006577-bib-0067,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006577,CD006577-bib-0070,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006577,CD006577-bib-0059,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006577,CD006577-bib-0069,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006577,CD006577-bib-0057,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006577,CD006577-bib-0075,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD006577,CD006577-bib-0060,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD004800,CD004800-bib-0006,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD004800,CD004800-bib-0032,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD004800,CD004800-bib-0028,exclude,true,false,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD004800,CD004800-bib-0009,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD004800,CD004800-bib-0019,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD004800,CD004800-bib-0020,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD008093,CD008093-bib-0002,include,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
csmed_ft,dev,dev,CD008093,CD008093-bib-0061,exclude,true,true,true,true,data/CSMeD-FT/CSMeD-FT-dev.csv,data/CSMeD-FT/CSMeD-FT-dev_reviews_metadata.json,true,ready,,true,,true,,true,
