run_id,method,benchmark,split,input_setting,provider,model,prompt_version,examples_path,prediction_path,metric_path,config_path,provider_config_path,started_at,ended_at,sample_count,success_count,error_count,is_real_llm_run
csmed_ft_test_small_fulltext_probe1_v2_20260516_fix2,criterion_wise_evidence_grounded,csmed_ft,test-small,full_text_only,openai-compatible,gpt-5.2,v2,results/data/csmed_ft/test-small.full_text_only.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_fulltext_probe1_v2_20260516_fix2/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_fulltext_probe1_v2_20260516_fix2.json,code/config/experiment_defaults.yaml,code/config/llm_providers.local.yaml,2026-05-16T08:56:30.452138Z,2026-05-16T08:57:14.586771Z,1,1,0,True
csmed_ft_test_small_fulltext_criterion_v3_smoke1_20260516,criterion_wise_evidence_grounded,csmed_ft,test-small,full_text_only,openai-compatible,gpt-5.2,v3,results/data/csmed_ft/test-small.full_text_only.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_fulltext_criterion_v3_smoke1_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_fulltext_criterion_v3_smoke1_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T10:25:10.975120Z,2026-05-16T10:29:24.180532Z,1,1,0,True
csmed_ft_test_small_fulltext_criterion_v3_gpt54mini_smoke1_20260516,criterion_wise_evidence_grounded,csmed_ft,test-small,full_text_only,openai-compatible,gpt-5.4-mini,v3,results/data/csmed_ft/test-small.full_text_only.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_fulltext_criterion_v3_gpt54mini_smoke1_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_fulltext_criterion_v3_gpt54mini_smoke1_20260516.json,,code/config/llm_providers.gpt54mini.local.yaml,2026-05-16T10:31:16.719962Z,2026-05-16T10:31:39.831525Z,1,1,0,True
csmed_ft_test_small_absft_criterion_v3_gpt54mini_smoke1_20260516,criterion_wise_evidence_grounded,csmed_ft,test-small,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,v3,results/data/csmed_ft/test-small.abstract_plus_full_text.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_absft_criterion_v3_gpt54mini_smoke1_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_absft_criterion_v3_gpt54mini_smoke1_20260516.json,,code/config/llm_providers.gpt54mini.local.yaml,2026-05-16T10:34:49.165629Z,2026-05-16T10:34:53.574235Z,1,1,0,True
csmed_ft_test_small_fulltext_criterion_v3_gpt54mini_smoke3_20260516,criterion_wise_evidence_grounded,csmed_ft,test-small,full_text_only,openai-compatible,gpt-5.4-mini,v3,results/data/csmed_ft/test-small.full_text_only.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_fulltext_criterion_v3_gpt54mini_smoke3_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_fulltext_criterion_v3_gpt54mini_smoke3_20260516.json,,code/config/llm_providers.gpt54mini.local.yaml,2026-05-16T10:34:49.720767Z,2026-05-16T10:35:06.797264Z,3,2,1,True
csmed_ft_test_small_absft_criterion_v3_gpt54mini_smoke3_20260516,criterion_wise_evidence_grounded,csmed_ft,test-small,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,v3,results/data/csmed_ft/test-small.abstract_plus_full_text.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_absft_criterion_v3_gpt54mini_smoke3_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_absft_criterion_v3_gpt54mini_smoke3_20260516.json,,code/config/llm_providers.gpt54mini.local.yaml,2026-05-16T10:45:53.552636Z,2026-05-16T10:46:08.478220Z,3,3,0,True
csmed_ft_test_small_fulltext_criterion_v3_gpt54mini_retry_failed_0312_20260516,criterion_wise_evidence_grounded,csmed_ft,test-small,full_text_only,openai-compatible,gpt-5.4-mini,v3,/tmp/csmed_ft_failed_fulltext_0312.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_fulltext_criterion_v3_gpt54mini_retry_failed_0312_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_fulltext_criterion_v3_gpt54mini_retry_failed_0312_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T10:59:09.217172Z,2026-05-16T10:59:15.249067Z,1,1,0,True
csmed_ft_test_small_absft_criterion_v3_gpt54mini_full_20260516,criterion_wise_evidence_grounded,csmed_ft,test-small,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,v3,results/data/csmed_ft/test-small.abstract_plus_full_text.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_absft_criterion_v3_gpt54mini_full_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_absft_criterion_v3_gpt54mini_full_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T11:04:55.526895Z,2026-05-16T11:06:38.945981Z,47,47,0,True
csmed_ft_test_small_fulltext_criterion_v3_gpt54mini_full_20260516,criterion_wise_evidence_grounded,csmed_ft,test-small,full_text_only,openai-compatible,gpt-5.4-mini,v3,results/data/csmed_ft/test-small.full_text_only.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_fulltext_criterion_v3_gpt54mini_full_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/test-small/criterion_wise_evidence_grounded/csmed_ft_test_small_fulltext_criterion_v3_gpt54mini_full_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T11:04:54.404847Z,2026-05-16T11:06:47.282124Z,47,47,0,True
csmed_ft_test_absft_criterion_v3_gpt54mini_full_20260516,criterion_wise_evidence_grounded,csmed_ft,test,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,v3,results/data/csmed_ft/test.abstract_plus_full_text.examples.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/test/criterion_wise_evidence_grounded/csmed_ft_test_absft_criterion_v3_gpt54mini_full_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/test/criterion_wise_evidence_grounded/csmed_ft_test_absft_criterion_v3_gpt54mini_full_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T11:31:48.705620Z,2026-05-16T11:56:51.960762Z,614,603,11,True
csmed_ft_test_absft_criterion_v3_gpt54mini_retry_failed_20260516,criterion_wise_evidence_grounded,csmed_ft,test,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,v3,/tmp/csmed_ft_test_absft_failed_20260516.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/preds/csmed_ft/test/criterion_wise_evidence_grounded/csmed_ft_test_absft_criterion_v3_gpt54mini_retry_failed_20260516/predictions.jsonl,/F00120250029/lixiang_share/liuhongtao_share/EBM-Online/experiments/screening-exp/results/metrics/csmed_ft/test/criterion_wise_evidence_grounded/csmed_ft_test_absft_criterion_v3_gpt54mini_retry_failed_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T11:58:45.776113Z,2026-05-16T11:59:15.677303Z,11,11,0,True
csmed_ft_test_absft_criterion_v3_gpt54mini_full_completed_20260516,criterion_wise_evidence_grounded,csmed_ft,test,abstract_plus_full_text,openai-compatible,gpt-5.4-mini,v3,results/data/csmed_ft/test.abstract_plus_full_text.examples.jsonl,results/preds/csmed_ft/test/criterion_wise_evidence_grounded/csmed_ft_test_absft_criterion_v3_gpt54mini_full_completed_20260516/predictions.jsonl,results/metrics/csmed_ft/test/criterion_wise_evidence_grounded/csmed_ft_test_absft_criterion_v3_gpt54mini_full_completed_20260516.json,,code/config/llm_providers.local.yaml,2026-05-16T11:31:48.705620Z,2026-05-16T11:59:15.677303Z,614,614,0,True
criterion-fixed-missing,criterion_wise_evidence_grounded,csmed_ft,test-small,abstract_plus_full_text,openai,gpt-test,fixed_v1,/tmp/pytest-of-root/pytest-168/test_run_criterion_wise_fixed_0/examples-fixed.jsonl,,,/tmp/pytest-of-root/pytest-168/test_run_criterion_wise_fixed_0/defaults.yaml,/tmp/pytest-of-root/pytest-168/test_run_criterion_wise_fixed_0/providers.yaml,2026-05-16T15:55:05.518871Z,2026-05-16T15:55:05.519883Z,1,0,1,True
