pmid,study_id,gt_record_idx,model,slot_id,domain,gt_domain_str,gt,pred,match
19798037,Nidich 2009,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
19798037,Nidich 2009,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
19798037,Nidich 2009,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
19798037,Nidich 2009,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,High risk,High risk,1
19902798,Sazawal 1996,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
19902798,Sazawal 1996,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
19902798,Sazawal 1996,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),Not high,Not high,1
19902798,Sazawal 1996,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),Not high,Not high,1
20044929,Hegarty 2013,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
20044929,Hegarty 2013,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
20044929,Hegarty 2013,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias),High risk,High risk,1
20044929,Hegarty 2013,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),Not high,High risk,0
20044929,Hegarty 2013,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),Not high,Not high,1
20298571,Chhagan 2009,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
20298571,Chhagan 2009,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
20298571,Chhagan 2009,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),Not high,Not high,1
20298571,Chhagan 2009,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),Not high,Not high,1
20395225,Alvarez 2010,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
20395225,Alvarez 2010,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
20395225,Alvarez 2010,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias),High risk,High risk,1
20395225,Alvarez 2010,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),High risk,High risk,1
20395225,Alvarez 2010,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),Not high,Not high,1
20478960,Banerjee 2010,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
20478960,Banerjee 2010,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
20478960,Banerjee 2010,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding (performance bias and detection bias): All outcomes,Not high,High risk,0
20478960,Banerjee 2010,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding (performance bias and detection bias): All outcomes,Not high,High risk,0
20478960,Banerjee 2010,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
20579848,Palacios 2009,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
20579848,Palacios 2009,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
20579848,Palacios 2009,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): Adverse events,Missing,High risk,0
20579848,Palacios 2009,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): Adverse events,Missing,Not high,0
20579848,Palacios 2009,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): Adverse events,Missing,Not high,0
20655662,Litt 2010,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
20655662,Litt 2010,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),High risk,Not high,0
20655662,Litt 2010,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias),High risk,High risk,1
20655662,Litt 2010,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),High risk,High risk,1
20655662,Litt 2010,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),Not high,Not high,1
20740213,Jo 2010,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
20740213,Jo 2010,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
20740213,Jo 2010,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,Not high,1
20740213,Jo 2010,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
20740213,Jo 2010,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
20819082,Gonzales 2006,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
20819082,Gonzales 2006,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
20819082,Gonzales 2006,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding (performance bias and detection bias): All outcomes,Not high,Not high,1
20819082,Gonzales 2006,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding (performance bias and detection bias): All outcomes,Not high,Not high,1
20819082,Gonzales 2006,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
20830695,Deblinger 2011,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
20830695,Deblinger 2011,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
20830695,Deblinger 2011,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
20830695,Deblinger 2011,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,High risk,High risk,1
20830695,Deblinger 2011,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
21329525,Freiberger 2012,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
21329525,Freiberger 2012,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
21329525,Freiberger 2012,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
21329525,Freiberger 2012,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
21329525,Freiberger 2012,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
21329525,Freiberger 2013,1,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
21329525,Freiberger 2013,1,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),High risk,Not high,0
21329525,Freiberger 2013,1,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
21329525,Freiberger 2013,1,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,High risk,High risk,1
21329525,Freiberger 2013,1,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
21496343,Owais 2011,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
21496343,Owais 2011,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,High risk,0
21496343,Owais 2011,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding (performance bias and detection bias): All outcomes,Not high,High risk,0
21496343,Owais 2011,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding (performance bias and detection bias): All outcomes,Not high,Not high,1
21496343,Owais 2011,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
21543987,Van der Ploeg 2010,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
21543987,Van der Ploeg 2010,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
21543987,Van der Ploeg 2010,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,Not high,1
21543987,Van der Ploeg 2010,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
21543987,Van der Ploeg 2010,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
21666789,Veenemans 2011,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
21666789,Veenemans 2011,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
21666789,Veenemans 2011,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),Not high,High risk,0
21666789,Veenemans 2011,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),Not high,Not high,1
21680092,Turner 2011,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
21680092,Turner 2011,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
21680092,Turner 2011,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias),High risk,High risk,1
21680092,Turner 2011,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),High risk,High risk,1
21680092,Turner 2011,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),Not high,High risk,0
21723049,Brewer 2011,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
21723049,Brewer 2011,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
21723049,Brewer 2011,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
21723049,Brewer 2011,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
21723049,Brewer 2011,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
21775755,Ziegler 2011,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
21775755,Ziegler 2011,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
21775755,Ziegler 2011,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,Not high,1
21775755,Ziegler 2011,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
21775755,Ziegler 2011,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,High risk,Not high,0
21830317,Treggiari 2011,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
21830317,Treggiari 2011,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
21830317,Treggiari 2011,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding (performance bias and detection bias): All outcomes,Not high,High risk,0
21830317,Treggiari 2011,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding (performance bias and detection bias): All outcomes,Not high,High risk,0
21830317,Treggiari 2011,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
21933436,Dorresteijn 2016,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
21933436,Dorresteijn 2016,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
21933436,Dorresteijn 2016,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
21933436,Dorresteijn 2016,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
21933436,Dorresteijn 2016,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
21970320,Zemel 2009,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
21970320,Zemel 2009,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
21970320,Zemel 2009,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): Adverse events,Missing,High risk,0
21970320,Zemel 2009,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): Adverse events,Missing,High risk,0
21970320,Zemel 2009,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): Body weight,High risk,High risk,1
21977314,Daubenmier 2011,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
21977314,Daubenmier 2011,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
21977314,Daubenmier 2011,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
21977314,Daubenmier 2011,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
21977314,Daubenmier 2011,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
22318468,Nur 2012,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22318468,Nur 2012,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22318468,Nur 2012,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
22318468,Nur 2012,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
22318468,Nur 2012,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,High risk,0
22338101,Kopf 2014,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22338101,Kopf 2014,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22338101,Kopf 2014,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
22338101,Kopf 2014,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
22338101,Kopf 2014,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
22396225,Blom 2013,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22396225,Blom 2013,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22396225,Blom 2013,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
22396225,Blom 2013,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
22396225,Blom 2013,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
22454006,Strowitzki 2012,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22454006,Strowitzki 2012,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22454006,Strowitzki 2012,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
22454006,Strowitzki 2012,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,High risk,High risk,1
22454006,Strowitzki 2012,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
22632135,Sharif 2012,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22632135,Sharif 2012,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22632135,Sharif 2012,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
22632135,Sharif 2012,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding (performance bias and detection bias): All outcomes,Missing,High risk,0
22632135,Sharif 2012,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
22686269,Danielson 2012,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22686269,Danielson 2012,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),High risk,Not high,0
22686269,Danielson 2012,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
22686269,Danielson 2012,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,High risk,High risk,1
22686269,Danielson 2012,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
22697448,McCabe 2009,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22697448,McCabe 2009,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22697448,McCabe 2009,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
22697448,McCabe 2009,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,High risk,Not high,0
22697448,McCabe 2009,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
22723573,TEMSO 2011,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22723573,TEMSO 2011,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22723573,TEMSO 2011,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,Not high,1
22723573,TEMSO 2011,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,High risk,Not high,0
22723573,TEMSO 2011,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
22839453,Ashby 2012,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22839453,Ashby 2012,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22839453,Ashby 2012,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
22839453,Ashby 2012,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
22934754,Koenig 2012,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22934754,Koenig 2012,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22934754,Koenig 2012,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,Not high,1
22934754,Koenig 2012,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
22934754,Koenig 2012,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,High risk,High risk,1
22956296,HCSF 1 2007,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22956296,HCSF 1 2007,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22956296,HCSF 1 2007,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias),High risk,High risk,1
22956296,HCSF 1 2007,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),High risk,High risk,1
22956296,HCSF 1 2007,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),High risk,Not high,0
23149426,Schneider 2012,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23149426,Schneider 2012,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
